"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"882","t69m10",69,"OldAge","Flow","R","None","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.01277,-0.00175344195707786,-0.00313377388732498,-0.000374861717097566,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",-0.001753,-0.003134,-0.000375,-0.132702050215664,3.66666666666667,0.0605255463707738,0.0335540770540659,0.325770172,575,"1",-0.001753,NA,"1",NA,-0.03506,-0.000375,0,230,-0.001753,-0.179880502413579,-0.701827215555697,0.303658385561075,0.156475788259088,-1.06089600241105,0.0297834849202164,-0.104679843603606,-0.310432736109324,-0.263749837305601,0.0797288438341367,0.0653179448363235,-0.227046108347887,0.00794155897599558,0.0589920042815794,-0.255692576523789,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"414","t3m9",3,"IncDiff","Flow","R","None","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.03102,-0.00385371858698432,-0.00735709912060643,-0.000350338053362211,"Other","Other",NA,"No test","orig13","Mid","High","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",-0.003854,-0.007357,-0.00035,-0.348691545813543,5,-0.0190451932771885,0.0584849625854526,0.333822331666667,482,"1",-0.003854,NA,"1",NA,-0.07708,-0.00035,0,231,-0.003854,-0.675993098136652,0.472888925989402,0.0489120748065926,0.215608869465395,-0.990455081017405,-0.380205121688727,0.242840348270153,-0.168127245922719,-0.179866944267153,-0.134638280286508,0.0243912019133104,-0.222151457758116,0.0119780868166672,0.0713053224284961,-0.196357270157796,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"680","t61m12",61,"Health","Flow","R","None","logit","dichotomous","No","No",NA,NA,NA,NA,NA,"Health",NA,"w1985","w1990","w1996","w2006","Other",0.03755,-0.00575955759727474,-0.0111880457341222,-0.000331069460427289,"Other","Other","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Net Migration",NA,NA,NA,NA,3,"Other","Other",-0.00576,-0.011188,-0.000331,-0.353433981365325,4.33333333333333,0.00208232137924291,0.667368983879437,0.547147515,399,"1",-0.00576,NA,"1",NA,-0.1152,-0.000331,0,232,-0.00576,-0.686886137194552,-0.114469144783152,0.116551969043456,1.65980900552037,0.875730277014477,0.0817410144025091,0.017686421140675,0.00290752184391675,0.208285926437099,0.241897440635911,0.0267878777797549,-0.197678204809259,0.00272725972757784,0.072524264503684,-0.120990949958853,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"735","t65m11",65,"IncDiff","Stock","Stata","Emp_Rate","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.01943,-0.00201,-0.0037,-0.00031,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.00201,-0.0037,-0.00031,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,562,"1",-0.00201,NA,"1",NA,-0.0402,-0.00031,0,233,-0.00201,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,-0.5190493377741,-0.0214707835774947,-0.198057176721106,-0.0376405289450423,0.292471598185763,0.0275144647756431,-0.227046108347887,-0.0105937652979032,0.0401694581714035,-0.0541861485523097,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"455","t46m15",46,"IncDiff","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.02263,-0.00212,-0.00395,-0.00029,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.00212,-0.00395,-0.00029,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,556,"1",-0.00212,NA,"1",NA,-0.0424,-0.00029,0,234,-0.00212,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,-0.684130855067895,0.110684782346329,-0.184113830462663,0.0290110372366946,0.295024013017052,0.106688459762767,-0.246624710706972,0.0373906814152074,0.0253226755007697,0.0610051971351635,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"525","t52m22",52,"OldAge","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.0391,-0.00425,-0.00828,-0.00021,"Other","Other",NA,"Support","Other","Mid","High","Mid","Low","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.00425,-0.00828,-0.00021,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,461,"1",-0.00425,NA,"1",NA,-0.085,-0.00021,0,235,-0.00425,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,-0.250532091729585,0.433731721271232,-0.386829083109961,-0.369758254925664,-0.105838071896171,0.109343709132687,-0.19767820480926,0.0706817507665416,0.0509489485806545,0.141231560997762,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"939","t73m8",73,"Unemp","Flow","Stata","None","ologit","continuous","Yes","Yes",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00662,-0.000585064549114892,-0.00100897359368317,-0.000162907194813428,"Other","Other",NA,"No test","orig13","High","High","Mid","Mid","Mid","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",-0.000585,-0.001009,-0.000163,0.381718435976313,6,-0.0390202977321969,-0.108597269003055,0.473308883333333,634,"1",-0.000585,NA,"1",NA,-0.0117,-0.000163,0,236,-0.000585,1.00170697243736,1.35392603214823,-0.0150383696578146,-0.180690217312555,0.22978416263506,-0.157496660089834,0.0421596740895315,-0.0180361700778102,0.164551820442347,-0.0258766887763182,0.186338799858647,-0.138942397732005,0.0629463150191704,0.0737271110436112,0.0915913870943762,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"140","t22m4",22,"OldAge","Stock","Stata","Soc_Spending","ml_glm","dichotomous","No","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","Other","w2016",0.02932,-0.00146,-0.00276,-0.00015,"Other","Other",NA,"Reject","Other","Mid","High","Low","Mid","Low","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,3,"Other","Other",-0.00146,-0.00276,-0.00015,0.103662505986188,5.66666666666667,-0.250165814798977,0.306549825972152,0.148899756666667,587,"1",-0.00146,NA,"1",NA,-0.0292,-0.00015,0,237,-0.00146,0.363032166508753,1.06024699676196,-0.691022302232549,0.803989081335919,-2.60817220396634,0.148984294311453,0.0764222282179301,-0.411757345212928,-0.323262082725562,-0.0955392923518898,0.127878637010662,-0.119363795372919,0.118190067791902,0.145024908548433,0.114680752433944,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"621","t5m1",5,"Jobs","Stock","Stata","Soc_Spending","logit","dichotomous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","Other","w2006","Other",0.0448,-0.00616,-0.01217,-0.00014,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",-0.00616,-0.01217,-0.00014,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,389,"1",-0.00616,NA,"1",NA,-0.1232,-0.00014,0,238,-0.00616,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.0965147320511175,-0.0899958918342925,-0.0610517108394536,0.122378424668884,0.00766949276228416,0.175963348742093,-0.0018921812184093,0.137347280953705,0.173366830933853,0.0469419672351325,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"940","t73m9",73,"IncDiff","Flow","Stata","None","ologit","continuous","Yes","Yes",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.01439,-0.000651628779253712,-0.00117188078849659,-0.000129625079744018,"Other","Other",NA,"No test","orig13","High","High","Mid","Mid","Mid","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",-0.000652,-0.001172,-0.00013,0.381718435976313,6,-0.0390202977321969,-0.108597269003055,0.473308883333333,627,"1",-0.000652,NA,"1",NA,-0.01304,-0.00013,0,239,-0.000652,1.00170697243736,1.35392603214823,-0.0150383696578146,-0.180690217312555,0.22978416263506,0.0192988057523501,-0.00678683180818118,-0.0418860162372975,0.0957371299845248,0.12116160622505,0.105923015133211,0.0568436258588458,0.0276665250660017,0.150860838045024,0.0263325315613803,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"1221","t98m1",98,"Jobs","Stock","R","None","ml_glm","dichotomous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.04582,-0.00673,-0.01333,-0.00012,"eeurope","allavailable","mlm_any","Support","Other","Mid","High","Low","Low","Mid","Immigrant, foreign-born",NA,NA,NA,NA,4,"1996, 2006 & 2016","All Available (~26)",-0.00673,-0.01333,-0.00012,-0.036074901867736,5.5,-0.312598281231511,-0.397233445206074,0.496312141666667,370,"1",-0.00673,NA,"1",NA,-0.1346,-0.00012,0,240,-0.00673,0.0420652234723593,0.913407479068815,-0.890900304691188,-0.865300734857282,0.431018462392415,0.0342885265966286,0.0176864211406749,-0.00965116630750822,0.109181329935098,-0.0708208027600735,0.0669312090970858,0.00300246937136206,0.0122564479821823,0.147833932809492,0.0903211219322618,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"766","t65m7",65,"IncDiff","Stock","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.03796,-0.00193,-0.00375,-1e-04,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.00193,-0.00375,-1e-04,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,563,"1",-0.00193,NA,"1",NA,-0.0386,-1e-04,0,241,-0.00193,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,-0.433704994588835,-0.0508386871161222,-0.216671373616042,-0.0756035955489192,0.292401489921702,0.0208684882305643,-0.0263654341672655,0.0116915108140753,0.122794033411525,0.0936613621872705,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"542","t52m5",52,"House","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.04647,-0.00446,-0.00885,-8e-05,"Other","Other",NA,"Support","Other","Mid","High","Mid","Low","Low","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.00446,-0.00885,-8e-05,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,453,"1",-0.00446,NA,"1",NA,-0.0892,-8e-05,0,242,-0.00446,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,-0.137035334071289,0.453310323630317,-0.0369835210278871,-0.0281896898887621,0.0586999443294011,0.0547923591700789,-0.0263654341672655,-0.006142330098519,0.07398448271839,0.171082209053643,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"454","t46m14",46,"Unemp","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.04327,-0.00192,-0.00378,-7e-05,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.00192,-0.00378,-7e-05,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,564,"1",-0.00192,NA,"1",NA,-0.0384,-7e-05,0,243,-0.00192,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,-0.39418949090912,-0.0899958918342922,-0.210797836003585,-0.110733745509142,0.33956529948709,0.0547923591700789,-0.0263654341672655,-0.006142330098519,0.07398448271839,0.171082209053643,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"105","t16m1",16,"Scale","Stock","Mplus","Soc_Spending","bayes","continuous","No","No","Jobs","Unemp","IncDiff","OldAge",NA,NA,"Scale","Other","Other","w1996","w2006","w2016",0.04143,-0.02708,-0.05208,-1e-05,"Other","Other","mlm_any","Support","Other","High","Mid","Mid","High","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",3,"1996, 2006 & 2016","Other",-0.02708,-0.05208,-1e-05,0.403349823884463,4,-0.0346285452819574,0.46614777030875,0.436715566666667,101,"1",-0.02708,NA,"1",NA,-0.5416,-1e-05,0,244,-0.02708,1.05139274060169,-0.408148180169424,-0.000978141747464628,1.18253633313467,-0.0903370283939861,0.615560470046484,0.105790131756557,0.0902547998960343,-0.180474772586985,0.559662284688624,0.0383025029523552,-0.055733337705893,0.0311243614078261,0.12455181603085,0.203700348834805,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
"755","t65m3",65,"IncDiff","Stock","Stata","None","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.05224,-0.00165,-0.00332,1e-05,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.00165,-0.00332,1e-05,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,580,NA,NA,-0.00165,"2",-0.033,NA,1e-05,1,245,0,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,-0.020591591401648,0.0323703729099887,-0.39956473482065,-0.345542354443013,0.10548588527961,0.0776887521140533,0.0127917705509045,0.0205011362338631,0.113312949178462,0.246723021003008,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"632","t5m2",5,"Unemp","Stock","Stata","Soc_Spending","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","Other","w2006","Other",0.05091,-0.00654,-0.0131,2e-05,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",-0.00654,-0.0131,2e-05,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,379,NA,NA,-0.00654,"2",-0.1308,NA,2e-05,1,246,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.0332214312777101,0.00789711996113253,0.00975215839153335,0.0312414762792605,-0.0374374146922748,0.10162402950102,0.0274757223202183,-0.0108259430827295,0.0772826290343725,0.294105472450002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"859","t68m8",68,"Jobs","Flow","Stata","None","ml_glm","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.05099,-0.0160332210121216,-0.0321347579446488,6.83159204056311e-05,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",-0.016033,-0.032135,6.8e-05,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,188,NA,NA,-0.016033,"2",-0.32066,NA,6.8e-05,1,247,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.543036272650603,0.0960008305770154,0.258646712172538,-0.166334055669187,0.303338367256703,0.105939033305246,0.00789711996113341,-0.0251592878048367,0.0137521971984104,0.295393561918385,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"438","t43m2",43,"Scale","Flow","Stata","Soc_Spending","ml_glm","dichotomous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","w1996","w2006","w2016",0.06255,-0.00142237249665058,-0.00292006767477403,7.53226814728753e-05,"Other","Other","mlm_any","Reject","Other","Mid","Mid","Mid","Low","High","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"1996, 2006 & 2016","Other",-0.001422,-0.00292,7.5e-05,0.221682509575142,4.5,-0.112653874898142,-0.507121041883277,0.561222494,590,NA,NA,-0.001422,"2",-0.02844,NA,7.5e-05,1,248,0,0.634115767892641,0.0323703729099887,-0.250776810869607,-1.12594098246093,0.998859292135787,0.155821840344938,-0.0361547353468088,-0.412920213497745,-0.33675096388283,-0.0609403002727842,0.0802015184223932,0.0372650234997609,-0.055343439250879,-0.0541344141511444,0.31196999372996,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"429","t41m4",41,"Scale","ChangeFlow","Mplus","None","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","w2006","w2016",0.09301,-0.03,-0.07,1e-04,"Other","Other","mlm_any","Reject","Other","Mid","High","High","Mid","High","Net Migration",NA,NA,NA,NA,4,"2006 & 2016","Other",-0.03,-0.07,1e-04,-0.101003106182372,5.33333333333333,0.195920134603336,-0.0852460724411892,0.728850856,87,NA,NA,-0.03,"2",-0.6,NA,1e-04,1,249,0,-0.107070269848772,0.766567961375675,0.737125159917631,-0.125303969567009,2.46528528960679,0.4282079845843,-0.0361547353468091,0.244184978500609,-0.264272048106621,0.256690271862458,0.103042525558845,0.0911061799872447,-0.0730407090000315,-0.0999035934664916,0.31196999372996,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"433","t41m8",41,"Scale","ChangeFlow","Mplus","GDP_Per_Capita","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","w2006","w2016",0.09301,-0.03,-0.07,1e-04,"Other","Other","mlm_any","Reject","Other","Mid","High","High","Mid","High","Net Migration",NA,NA,NA,"gdp_ivC",4,"2006 & 2016","Other",-0.03,-0.07,1e-04,-0.101003106182372,5.33333333333333,0.195920134603336,-0.0852460724411892,0.728850856,88,NA,NA,-0.03,"2",-0.6,NA,1e-04,1,250,0,-0.107070269848772,0.766567961375675,0.737125159917631,-0.125303969567009,2.46528528960679,0.426109938331182,-0.104679843603607,0.238311838023939,-0.280693015507678,0.222930201030063,0.0652622569437396,0.0078971199611334,-0.0378614672560541,-0.0559633755978964,0.380047437637433,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"614","t59m3",59,"IncDiff","Stock","R","None","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.0499,-0.004,-0.008,1e-04,"Other","Other",NA,"Reject","orig13","High","Low","Low","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,1,"1996, 2006 & 2016","13 Rich Democracies Only",-0.004,-0.008,1e-04,0.414807129214198,3,-0.304879985215001,-0.142529793780799,0.333822331666667,473,NA,NA,-0.004,"2",-0.08,NA,1e-04,1,251,0,1.07770936063634,-1.28918528632825,-0.866190122980978,-0.2611741111033,-0.990455081017405,-0.375552252548269,0.223261745911067,-0.390285360137657,-0.370065714142032,-0.0368218878177834,0.00915790994655849,-0.0899958918342916,-0.00881372744852838,-0.0291761071071364,0.406955917788387,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"214","t28m16",28,"OldAge","Flow","R","Unemp_Rate","logit","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"w1985","w1990","w1996","w2006","w2016",0.62613,-3.328211506941e-05,-0.00016641057534705,9.98463452082301e-05,"eeurope","allavailable",NA,"Reject","Other","Mid","Low","High","Mid","High","Net Migration",NA,NA,"unemprate_ivC","gdp_ivC",3,"Other","All Available (~26)",-3.3e-05,-0.000166,1e-04,-0.351055719320504,2.66666666666667,0.233174043540992,0.230213246609193,0.565586798333333,681,NA,NA,-3.3e-05,"2",-0.00066,NA,1e-04,1,252,0,-0.681423437478069,-1.58286432171452,0.856393824567958,0.622927837410242,1.03703856716369,-0.479097475979604,-0.217256807168345,-0.19913457868903,0.0130966158461951,0.295874818236217,-0.00843863754387579,-0.109574494193377,0.00816813026473414,-0.0915295445147664,0.499237327827161,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"127","t19m5",19,"Scale","Flow","Stata","None","ols","dichotomous","Yes","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","w1996","w2006","Other",0.05527,-0.00487845739306878,-0.00986551958267986,0.000108604796542285,"Other","Other",NA,"Support","Other","Mid","High","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","Other",-0.004878,-0.009866,0.000109,0.0372111017960138,5,-0.0528801083423977,-0.0721582899179532,0.217457214,435,NA,NA,-0.004878,"2",-0.09756,NA,0.000109,1,253,0,0.210397990800469,0.472888925989402,-0.0594106557057414,-0.0942613134293973,-2.00842621495459,0.0780816507541424,-0.134047747142234,0.270030823006361,0.32720817026911,-0.130081247204984,0.0308846863876258,-0.109574494193377,0.0457400617775298,-0.0407552936471388,0.496493601422367,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"1145","t96m39",96,"IncDiff","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.05682,-0.00406041803846802,-0.00823819932481239,0.000117363247876341,"Other","Other",NA,"Reject","orig13","Low","High","Low","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",-0.00406,-0.008238,0.000117,-1.13508799270782,6,-0.253722245526001,0.102538885683808,0.333822331666667,470,NA,NA,-0.00406,"2",-0.0812,NA,0.000117,1,254,0,-2.4822901194625,1.35392603214823,-0.702408241475687,0.320099510552004,-0.990455081017405,-0.332829346450562,0.379890564783748,-0.42669945401647,-0.329417838287931,0.0832782183651045,-0.0252196606095553,-0.207467505988802,0.0747878015850556,-0.0139680251563789,0.523402081573321,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"637","t5m24",5,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","w2006","Other",0.41075,-8.93362036073637e-05,-0.000301290725891501,0.000124370008943585,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Refugee",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",-8.9e-05,-0.000301,0.000124,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,676,NA,NA,-8.9e-05,"2",-0.00178,NA,0.000124,1,255,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.376267673196578,-0.31514981896377,-0.0842975096102349,0.05595333058576,0.339237337102084,-0.0493359493079029,-0.290676566014913,0.133030939227027,0.0356395939192053,0.543602751732364,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
